transcript_id	transcript
00874	The problem is the pitch.
00875	Indeed, he does.
00876	She is believed to be in South Africa.
00877	My whole life has changed.
00878	On this showing, they should stick with the lads.
00879	No meaningful response was issued.
00880	It is urgent.
00881	Charlie Gordon, leader of the council, dismissed the suggestion.
00882	We're in the premier division and we intend to stay there.
00883	The Scottish Parliament is also looking at similar measures.
00884	Hopefully, it will be built by next year.
00885	Mary Archer is almost too clever.
00886	Here's a clue.
00887	It had been in place since last July.
00888	That's the day job.
00889	For the moment, that is the result of the X-ray.
00890	That's the truth.
00891	He will now seek to sell his shares in the club.
00892	They're appalled by that.
00893	There was a battle there.
00894	It's that kind of place.
00895	Until recently, she worked as a recruitment consultant in London.
00896	An appeal against the sentence was dismissed the following year.
00897	And if he hadn't become a musician?
00898	He is a young man with a new deal.
00899	Charles Kennedy had an effective outing.
00900	Try to save us.
00901	Sounds like The Sixth Sense?
00902	They did not replace it with a conviction for culpable homicide.
00903	It's all I can do.
00904	They do not work for Glasgow City Council.
00905	Chris Smith, the culture secretary, said he was satisfied with the decision.
00906	I had my suspicions.
00907	People must remain vigilant.
00908	Today she has been released.
00909	That's the principal difference between an artist and a dog.
00910	He liked to give the impression of being a hard man.
00911	But she might be.
00912	Nothing is yet confirmed.
00913	Certainly, the Taliban regime is finished.
00914	It just shows the arrogance of Labour and the Liberal Democrats.
00915	Now the system is right behind us.
00916	Yesterday, he continued to keep a low profile.
00917	Today I couldn't run on it.
00918	This time, it will have opened up the field a little bit.
00919	Safety was also an issue.
00920	It is an old family habit.
00921	I have every confidence in Raymond Robertson as chairman of the party.
00922	The oil companies would be asked to contribute.
00923	It is annoying.
00924	I love the Dome.
00925	We have always maintained that we would never abandon Scottish football.
00926	I wish I had put on a brighter tie.
00927	Previously, they were raised in the European Court of Human Rights.
00928	Children should be given the same amount of rights as adults.
00929	It is a good day for the coalition.
00930	A year ago, she was just a junior Minister at the Treasury.
00931	We're not seeing an image of the person, he said.
00932	Meanwhile, the Scottish Consumer Council yesterday offered support for the new Bill.
00933	We have an election in eight days.
00934	For these people, the ruling is very welcome.
00935	They will want to perform well.
00936	However, they will only be found in the wild.
00937	Further protests are likely.
00938	It's in his blood.
00939	I don't want to use the term.
00940	The picture is the same across Scotland.
00941	Naturally, it was not difficult to find support for these proposals.
00942	It is so sad.
00943	It's also important that they are not seen as a soft option.
00944	Until the weekend he was minister for social justice.
00945	Who would be a referee?
00946	They've got to account for it.
00947	An announcement on his replacement is expected within three weeks.
00948	Here, again, they were denied a voice.
00949	It is still too early for any likely contenders to have emerged.
00950	This plan is an agenda for action.
00951	Despite the result, it was still a great moment.
00952	Buckingham Palace said the appointment was a matter for the prince.
00953	Offered the gold medal, he declined.
00954	Who will attend?
00955	We had a reunion last week.
00956	Ms McNeill was killed on impact.
00957	We are currently consulting with a wide range of interested parties.
00958	I was the last man to touch the ball.
00959	He was in a great deal of pain.
00960	Nobody in the world can get away from him.
00961	Wallace was a prisoner of war.
00962	I think he's the favourite, no question.
00963	Who would be right?
00964	It is difficult for Ali.
00965	Alice, the girl, was said by doctors to be in good condition.
00966	Had she enjoyed the experience?
00967	That should do it.
00968	It is not just about pay.
00969	I am just trying to do my job.
00970	The home side didn't stand a chance.
00971	The amount of energy in a tornado is enormous.
00972	The departure of Mr Johnston was reported by The Herald yesterday.
00973	There's a sense of excess in the novel.
00974	We also enjoyed a lot of support.
00975	It was by the numbers.
00976	I was in daily contact.
00977	Alex has been a huge influence on the club.
00978	It was so new, so exciting.
00979	I've put my own money into this project.
00980	Eight months later, he was dead.
00981	By then, however, both men were already in the US.
00982	We have to sort it out ourselves.
00983	The post will be unpaid.
00984	As far as we were concerned the deal with Kennedy was dead.
00985	And I was happy for the happiness of my brothers.
00986	They might be broken, but they are not defeated.
00987	Mr Blunkett said he was deeply concerned by the ruling.
00988	However, the figures were disputed by the Scottish Prison Service.
00989	It is hard to avoid the conclusion that lessons have been learned.
00990	The hotel was now for sale.
00991	I drove the ball well.
00992	We knew nothing about it.
00993	They will run a mile.
00994	Mr Marshall is expected to join the council of Europe.
